"","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","IEM1","mz","rt","isotopes","adduct","mass","zscore"
"5379",11.598788341483,11.3112720026918,11.2964258815476,11.0304413844187,12.7273143147119,12.1005575121651,10.0113496755723,11.2291389465083,10.4084934458694,11.8331124644169,13.879324651136,419.12700357562,756.16056640626,"","[M+Cl]- 384.162","384.162",2.15437867722512
"5504",21.5253377280807,21.8730057495627,22.2415786404346,22.0442707533205,22.0124421303209,21.7414987747044,21.8865204091429,21.9260721254759,22.2129005451305,22.6318419978806,20.6949634027145,426.358882784383,1026.64196777344,"[746][M]-","","426.358882784383",-2.43855507209044
"5516",7.31338568315932,7.91601419746532,7.07443919444141,8.52317918385132,6.87727088789674,7.98015654659299,8.82555422787571,7.25587137367241,6.43038074420147,8.76383087206574,14.4094712030381,427.059107124535,455.180145263672,"","[M-H+CF3COOH]- 294.07","294.07",2.80916159865261
"5534",15.606658423237,16.0424321325171,15.9382846505863,16.5550692536705,16.7726245744527,16.1164272602337,15.9489466877822,16.9220253293979,15.9075459507813,17.4455979118061,14.6350070119398,428.337569870112,918.25048828125,"","","428.337569870112",-2.05957647458029
"5547",16.6143713083207,16.2227702191827,16.7733955593204,15.8361529094771,16.1517593232559,16.5969650021333,16.4762412702541,15.4460798377627,14.8391056708521,16.7800620178574,11.4549593991638,429.148178131,849.635223388672,"[753][M]-","[M+Cl]- 394.185","394.185",-2.77703302180916
"5555",13.2470212666609,13.4269542095861,13.5515970248905,13.4267890550667,13.4212308038224,13.2928071066628,13.9209212056493,13.421730265378,13.8450957992747,13.6035905101043,12.8170027003958,429.285013450108,949.408569335938,"","[M-H-HCOOH]- 476.311","476.311",-2.14017991544538
"5652",12.2092247865745,12.0157553183505,11.8724206902589,12.4380516402631,12.6828201878733,12.3366493385428,12.7073654204867,12.3937213521788,12.7651526631397,12.6269595215759,11.2652761689131,434.213004004103,802.896545410156,"","","434.213004004103",-2.31213447593813
"5672",9.05741681236022,9.01173929212777,11.4379974373411,10.0838541555099,9.35355054939874,10.7722048091827,11.1582381295152,8.54065896707924,11.5393422751387,8.86535163211544,13.8967992108847,435.223045899577,726.990661621094,"","","435.223045899577",2.20664127994158
"5715",11.9627633652179,11.9354630525914,12.1156038084587,12.3254818678075,12.3729671438822,12.3626206084726,12.7393525925539,12.631701742872,13.0058485235188,12.760965052753,11.1712631955156,438.119666670195,718.954406738281,"","[M-2H+K]- 401.172","401.172",-2.23824239725562
"5824",13.0573713621432,13.129451608503,13.473017093868,13.3451651570027,13.0900051839219,13.3881190917248,13.7173804095265,13.7968399277037,13.903224241068,14.3053450237906,12.0641502074511,445.199622308543,827.095031738281,"","[M-H-C2H4]- 474.239","474.239",-2.26763253865856
"5886",19.9946561723242,20.3062124908707,19.7821820601229,20.4160958465613,20.1328126317411,20.2488886282105,20.2505530793072,20.6999583196298,20.1271393340324,20.4997604112314,19.516346675847,447.270392951784,1026.64184570312,"[818][M]-","[M-H]- 448.276","448.276",-2.00676440014494
"5921",11.7858830554235,10.6200858471905,12.160121113867,11.5307276491203,10.9691366893078,12.0520745106472,11.299653221909,11.0361497026898,11.2303148295903,11.8640643734474,13.5442118099595,449.125243200171,755.99462890625,"[826][M]-","[M-H-CO2]- 494.11","494.11",2.3953353737024
"6058",17.3190229326942,17.5424647935699,17.7174878995385,17.7435106452258,17.5240614711579,17.6281254168555,17.9454808024488,17.9694378902454,18.157074971705,18.4157792044535,16.3020441594597,459.21510238805,827.095031738281,"[849][M]-","[M-H-CH2]- 474.239","474.239",-2.48025643701982
"6089",11.7991179780167,12.1201592649212,11.9803311327744,12.1480207037039,11.9155477912907,11.4419931567118,11.5817266385195,11.954781922152,11.2050415899564,11.9602521063116,13.1133096242154,461.248837190052,943.442016601562,"","[3M-H+Cl]2- 296.192","296.192",2.42211461646565
"6099",12.6893072084533,13.0110191165307,13.2903073676095,13.2574324110687,13.1515543524836,13.337173410936,13.269057062517,13.3045202842389,13.3974629189745,13.7440027341531,12.2821875226773,462.190000589531,827.095153808594,"","[M-H-CH3]- 478.218","478.218",-2.25859677748967
"6101",14.9964163793249,14.7743182316464,14.6006498748685,13.1945554352778,12.7221822793421,12.7308544787877,16.7198240622398,15.9859182985372,15.9712283186609,14.169373329391,9.75781470393169,462.176585257199,607.327331542969,"","","462.176585257199",-2.2268946892962
"6156",14.027078515994,13.2973127815187,13.62790044221,13.6855017309991,14.255865236565,14.0455363732281,13.3262261577737,13.4484612662869,13.8011902370288,13.985212473756,15.4040796753411,465.102610615893,755.912536621094,"[871][M]-","[M-H-CO]- 494.11","494.11",2.55647369210456
"6223",19.5255196751709,19.6347146646862,19.308341988422,19.6306566576989,19.058961494503,19.1168480590103,19.2282722029654,18.9878212103113,19.9895979374242,18.930660820781,20.7781575668059,469.029148942868,863.557556152344,"","","469.029148942868",2.4097929224715
"6262",16.4637201004397,15.7849513344374,16.102064223128,16.1432956544617,16.769923878892,16.52738650212,15.9235458673667,15.8118502707426,16.2355869324484,16.3451549342976,17.8100906715541,471.11958194199,755.912536621094,"[894][M]-","[M+Cl+CF3COOH]- 302.158 [M+Cl+NaCOOH]- 368.167","302.158;368.167",2.54638305097007
